"Date","Price","High","Low","Close","Adj.Close","Volume","Price.bracket"
2020-05-27,5.48,5.65,5.11,5.6,5.6,7862400,"high"
2020-05-28,5.65,5.68,5.02,5.07,5.07,6590200,"high"
2020-05-29,5,5.38,4.83,5.13,5.13,5153000,"high"
2020-06-01,5.03,5.37,5.02,5.31,5.31,3913100,"high"
2020-06-02,5.35,5.65,5.33,5.59,5.59,6877800,"high"
2020-06-03,5.27,5.99,5.09,5.45,5.45,15353700,"high"
2020-06-04,5.17,5.4,5,5.38,5.38,8572600,"high"
2020-06-05,5.78,6.15,5.64,5.91,5.91,9240900,"high"
2020-06-08,6.27,6.84,6.17,6.45,6.45,8587100,"high"
2020-06-09,6.1,6.19,5.56,5.99,5.99,7394300,"high"
2020-06-10,7.3,7.35,6.28,6.29,6.29,15322600,"high"
2020-06-11,5.53,5.65,5,5.17,5.17,9179400,"high"
2020-06-12,5.69,5.93,5.22,5.89,5.89,7352900,"high"
2020-06-15,5.42,5.93,5.3,5.8,5.8,5541400,"high"
2020-06-16,6.02,6.06,5.5,5.56,5.56,5911900,"high"
2020-06-17,5.41,5.63,5.31,5.42,5.42,3030800,"high"
2020-06-18,5.35,5.72,5.34,5.63,5.63,5619700,"high"
2020-06-19,6.2,6.25,5.46,5.52,5.52,13137400,"high"
2020-06-22,5.48,5.48,5.21,5.33,5.33,4412800,"high"
2020-06-23,5.37,5.4,5.04,5.1,5.1,5699300,"high"
2020-06-24,4.99,5.12,4.51,4.79,4.79,8104100,"high"
2020-06-25,4.57,4.59,4.17,4.27,4.27,8251400,"medium"
2020-06-26,4.26,4.69,4.15,4.18,4.18,5601000,"medium"
2020-06-29,3.91,4.44,3.75,4.42,4.42,9321600,"low"
2020-06-30,4.34,4.36,4.21,4.29,4.29,3653400,"medium"
2020-07-01,4.26,4.6,4.26,4.57,4.57,4914500,"medium"
2020-07-02,4.69,4.69,4.47,4.53,4.53,3908400,"medium"
2020-07-06,4.62,4.64,4.13,4.28,4.28,5489700,"medium"
2020-07-07,4.18,4.29,4.08,4.13,4.13,2667600,"medium"
2020-07-08,4.49,4.52,4.2,4.43,4.43,5586800,"medium"
2020-07-09,4.48,4.6,4.18,4.57,4.57,4225700,"medium"
2020-07-10,4.39,4.6,4.38,4.6,4.6,3306100,"medium"
2020-07-13,4.76,4.82,4.25,4.26,4.26,4464800,"medium"
2020-07-14,4.25,4.27,4.1,4.22,4.22,3291400,"medium"
2020-07-15,4.37,4.58,4.22,4.5,4.5,4830700,"medium"
2020-07-16,4.33,4.48,4.31,4.38,4.38,1997500,"medium"
2020-07-17,4.36,4.37,4.2,4.27,4.27,2101700,"medium"
2020-07-20,4.21,4.23,4.07,4.15,4.15,2393100,"medium"
2020-07-21,4.15,4.24,4.08,4.15,4.15,1925900,"medium"
2020-07-22,4.1,4.17,4,4.03,4.03,2798800,"medium"
2020-07-23,4.08,4.18,4,4.06,4.06,3614300,"medium"
2020-07-24,4,4.18,3.96,4,4,3282400,"low"
2020-07-27,4.01,4.03,3.81,3.87,3.87,2980500,"low"
2020-07-28,3.85,4.25,3.84,4.15,4.15,6226600,"low"
2020-07-29,4.07,4.2,3.95,4.16,4.16,5489400,"medium"
2020-07-30,4.12,4.34,4.06,4.12,4.12,3699100,"medium"
2020-07-31,4.08,4.15,3.95,4.04,4.04,2584900,"medium"
2020-08-03,4.05,4.2,3.86,4.11,4.11,4047100,"low"
2020-08-04,4.07,4.24,4.06,4.1,4.1,3267800,"medium"
2020-08-05,4.08,4.17,4.07,4.15,4.15,1691500,"medium"
2020-08-06,4.11,4.24,3.99,4.14,4.14,3742600,"medium"
2020-08-07,4.14,5.26,4.09,4.75,4.75,24917400,"medium"
2020-08-10,4.65,4.74,4.35,4.47,4.47,5048200,"medium"
2020-08-11,4.7,4.85,4.54,4.56,4.56,5794800,"medium"
2020-08-12,4.62,4.76,4.56,4.64,4.64,2457900,"medium"
2020-08-13,5.1,5.77,4.82,5.31,5.31,23259200,"high"
2020-08-14,5.56,5.63,5.05,5.54,5.54,12055800,"high"
2020-08-17,5.72,5.85,5.43,5.6,5.6,7159200,"high"
2020-08-18,5.57,5.57,5.13,5.35,5.35,5790700,"high"
2020-08-19,5.34,5.47,5.18,5.39,5.39,5728300,"high"
2020-08-20,5.57,5.78,5.3,5.69,5.69,13728400,"high"
2020-08-21,5.68,5.68,5.18,5.19,5.19,8216900,"high"
2020-08-24,5.35,5.45,4.94,5.41,5.41,8498200,"high"
2020-08-25,5.46,5.58,5.21,5.54,5.54,5296900,"high"
2020-08-26,5.45,5.67,5.33,5.6,5.6,4419400,"high"
2020-08-27,5.81,7.1,5.7,6.52,6.52,31921200,"high"
2020-08-28,6.49,6.54,6.11,6.3,6.3,9882700,"high"
2020-08-31,6.33,6.45,5.76,5.88,5.88,9820200,"high"
2020-09-01,5.79,6.18,5.79,6.07,6.07,9524000,"high"
2020-09-02,7.01,7.71,6.46,7.04,7.04,43056200,"high"
2020-09-03,6.94,7.14,6.48,6.6,6.6,10626600,"high"
2020-09-04,6.76,7.02,6.23,7.02,7.02,9328800,"high"
2020-09-08,6.76,6.95,6.37,6.42,6.42,6667400,"high"
2020-09-09,6.54,6.54,6.11,6.26,6.26,5578200,"high"
2020-09-10,6.28,6.36,5.88,5.94,5.94,5881800,"high"
2020-09-11,6.06,6.07,5.6,5.79,5.79,4863000,"high"
2020-09-14,5.84,5.87,5.51,5.54,5.54,4638100,"high"
2020-09-15,5.6,5.87,5.52,5.52,5.52,5099300,"high"
2020-09-16,5.52,5.88,5.42,5.76,5.76,4380600,"high"
2020-09-17,5.67,5.79,5.58,5.72,5.72,2619700,"high"
2020-09-18,5.71,5.74,5.57,5.67,5.67,2428500,"high"
2020-09-21,5.42,5.48,5.01,5.32,5.32,4563200,"high"
2020-09-22,5.22,5.32,5.14,5.21,5.21,2090100,"high"
2020-09-23,5.22,5.29,4.74,4.78,4.78,4285200,"high"
2020-09-24,4.69,4.9,4.36,4.61,4.61,4569700,"medium"
2020-09-25,4.64,4.93,4.5,4.88,4.88,2375500,"medium"
2020-09-28,5.04,5.04,4.61,4.91,4.91,4676500,"high"
2020-09-29,4.88,4.94,4.75,4.86,4.86,2520000,"high"
2020-09-30,4.8,4.95,4.7,4.71,4.71,2515400,"high"
2020-10-01,4.78,4.8,4.63,4.65,4.65,3223800,"medium"
2020-10-02,4.48,4.66,4.42,4.65,4.65,3576000,"medium"
2020-10-05,4.3,4.36,4.05,4.13,4.13,9468800,"medium"
2020-10-06,4.26,4.27,4.05,4.06,4.06,8404200,"medium"
2020-10-07,4.08,4.11,3.94,4.04,4.04,6917700,"medium"
2020-10-08,4.13,4.18,4.02,4.14,4.14,7868500,"medium"
2020-10-09,4.17,4.18,4.04,4.05,4.05,5021400,"medium"
2020-10-12,4.03,4.09,4,4.08,4.08,3245700,"low"
2020-10-13,3.9,3.91,3.52,3.54,3.54,10164700,"low"
2020-10-14,3.09,3.2,2.66,2.96,2.96,31709400,"low"
2020-10-15,2.84,2.96,2.76,2.78,2.78,9808600,"low"
2020-10-16,2.87,3.29,2.8,3.04,3.04,18565800,"low"
2020-10-19,3.31,3.88,3.23,3.54,3.54,40385100,"low"
2020-10-20,3.3,3.31,3.05,3.09,3.09,15978800,"low"
2020-10-21,3.1,3.13,2.98,3,3,7277300,"low"
2020-10-22,2.96,3.15,2.84,3.12,3.12,12339600,"low"
2020-10-23,3.13,3.15,2.95,2.97,2.97,6635000,"low"
2020-10-26,2.92,2.93,2.68,2.75,2.75,10458800,"low"
2020-10-27,2.88,2.9,2.61,2.79,2.79,11251300,"low"
2020-10-28,2.69,2.74,2.58,2.61,2.61,8141100,"low"
2020-10-29,2.65,2.68,2.48,2.52,2.52,9019300,"low"
2020-10-30,2.48,2.49,2.28,2.36,2.36,10968800,"low"
2020-11-02,2.3,2.32,2.11,2.15,2.15,11180100,"low"
2020-11-03,2.34,2.59,2.3,2.34,2.34,15441900,"low"
2020-11-04,2.4,2.43,2.24,2.31,2.31,7609100,"low"
2020-11-05,2.35,2.57,2.27,2.46,2.46,8056200,"low"
2020-11-06,2.43,2.62,2.33,2.49,2.49,9049500,"low"
2020-11-09,4.27,4.39,3.23,3.77,3.77,132511000,"medium"
2020-11-10,3.99,4.03,3.34,3.51,3.51,42129300,"low"
2020-11-11,3.23,3.24,3,3.13,3.13,24066100,"low"
2020-11-12,3.07,3.07,2.92,2.94,2.94,14729000,"low"
2020-11-13,2.98,2.99,2.78,2.97,2.97,21995400,"low"
2020-11-16,3.39,3.39,3.05,3.11,3.11,47604300,"low"
2020-11-17,3.01,3.04,2.9,2.98,2.98,22483000,"low"
2020-11-18,3.08,3.37,3.01,3.26,3.26,31717300,"low"
2020-11-19,3.16,3.38,3.15,3.19,3.19,13986400,"low"
2020-11-20,3.25,3.37,3.21,3.35,3.35,17088800,"low"
2020-11-23,3.51,3.85,3.41,3.81,3.81,31514600,"low"
2020-11-24,4.16,5,4.15,4.58,4.58,62884600,"medium"
2020-11-25,4.57,4.85,4.2,4.49,4.49,22647300,"medium"
2020-11-27,4.54,4.62,4.36,4.45,4.45,10097400,"medium"
2020-11-30,4.41,4.45,3.99,4.27,4.27,16555000,"medium"
2020-12-01,4.43,4.43,4.09,4.15,4.15,12293500,"medium"
2020-12-02,4.08,4.34,3.95,4.32,4.32,11847600,"medium"
2020-12-03,4.01,4.22,3.5,3.63,3.63,66080900,"low"
2020-12-04,3.75,3.76,3.3,3.51,3.51,33157300,"low"
